Date and time;Jeníšov.Retail.RP1/UR371.Měření UR371.Činný výkon celkový [ kW];Jeníšov.Retail.RP1/UR371.Měření UR371.Jalový výkon celkový [ kVAr];Jeníšov.Retail.RP1/UR372.Měření UR372.Činný výkon celkový [ kW];Jeníšov.Retail.RP1/UR372.Měření UR372.Jalový výkon celkový [ kVAr];Jeníšov.TS KV_1437.AXY1.Elektroměr LDS.Činný výkon celkový [ kW];Jeníšov.TS KV_1437.AXY1.Elektroměr LDS.Jalový výkon celkový [ kVAr];Jeníšov.TS KV_1437.RH1.Měření KFC.Činný výkon celkový [ kW];Jeníšov.TS KV_1437.RH1.Měření KFC.Jalový výkon celkový [ kVAr];Jeníšov.TS KV_1437.RH1.Měření UR367.Činný výkon celkový [ kW];Jeníšov.TS KV_1437.RH1.Měření UR367.Jalový výkon celkový [ kVAr];Jeníšov.TS KV_1437.RH1.Měření UR368 master.Činný výkon celkový [ kW];Jeníšov.TS KV_1437.RH1.Měření UR368 master.Jalový výkon celkový [ kVAr];Jeníšov.TS KV_1437.RH1.Měření UR368 slave.Činný výkon celkový [ kW];Jeníšov.TS KV_1437.RH1.Měření UR368 slave.Jalový výkon celkový [ kVAr];Jeníšov.TS KV_1437.RH1.Měření UR369.Činný výkon celkový [ kW];Jeníšov.TS KV_1437.RH1.Měření UR369.Jalový výkon celkový [ kVAr];Jeníšov.TS KV_1437.RH1.Měření UR370.Činný výkon celkový [ kW];Jeníšov.TS KV_1437.RH1.Měření UR370.Jalový výkon celkový [ kVAr];Jeníšov.TS KV_1437.RH1.Měření UR388 master.Činný výkon celkový [ kW];Jeníšov.TS KV_1437.RH1.Měření UR388 master.Jalový výkon celkový [ kVAr]
09.09.2025 16:15:00;0,000;-5,640;0,120;-5,640;38,652;-61,881;62,765;1,756;0,060;-8,880;0,120;-8,880;0,000;-8,820;0,060;-8,760;0,000;-8,700;0,060;-8,760
09.09.2025 16:30:00;0,000;-5,640;0,120;-5,640;28,480;-59,941;23,061;2,391;0,060;-8,880;0,120;-8,880;0,000;-8,820;0,060;-8,700;0,000;-8,700;0,060;-8,700
09.09.2025 16:45:00;0,000;-5,640;0,120;-5,640;45,039;-61,613;36,321;1,999;0,060;-8,880;0,120;-8,880;0,000;-8,820;0,060;-8,700;0,000;-8,700;0,060;-8,700
09.09.2025 17:00:00;0,000;-5,640;0,120;-5,640;40,832;-61,883;35,014;1,388;0,060;-8,880;0,120;-8,880;0,000;-8,820;0,060;-8,700;0,000;-8,700;0,060;-8,700
09.09.2025 17:15:00;0,000;-5,640;0,120;-5,640;24,177;-59,740;18,253;4,280;0,060;-8,880;0,120;-8,880;0,000;-8,880;0,060;-8,760;0,000;-8,700;0,060;-8,760
09.09.2025 17:30:00;0,000;-5,640;0,120;-5,640;49,821;-58,647;40,490;4,989;0,060;-8,880;0,120;-8,880;0,000;-8,820;0,060;-8,760;0,000;-8,700;0,060;-8,700
09.09.2025 17:45:00;0,000;-5,640;0,120;-5,640;29,056;-57,931;22,428;5,423;0,060;-8,880;0,120;-8,880;0,000;-8,820;0,060;-8,760;0,000;-8,700;0,060;-8,700
09.09.2025 18:00:00;0,000;-5,640;79,500;-8,940;130,358;-62,704;40,056;4,126;0,060;-8,880;0,120;-8,880;0,000;-8,820;0,060;-8,760;0,000;-8,700;0,060;-8,700
09.09.2025 18:15:00;0,000;-5,640;0,120;-5,640;43,134;-60,562;34,704;2,320;0,060;-8,880;0,120;-8,880;0,000;-8,880;0,060;-8,760;0,000;-8,700;0,060;-8,760
09.09.2025 18:30:00;0,000;-5,640;0,120;-5,640;26,187;-62,444;36,855;1,419;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,000;-8,760;0,060;-8,760
09.09.2025 18:45:00;0,000;-5,700;0,120;-5,700;28,551;-62,119;22,153;1,716;0,060;-9,000;0,120;-8,940;0,000;-8,940;0,060;-8,820;0,000;-8,760;0,060;-8,820
09.09.2025 19:00:00;0,000;-5,700;0,120;-5,700;34,825;-58,321;27,464;5,193;0,060;-9,000;0,120;-8,940;0,000;-8,940;0,060;-8,820;0,000;-8,760;0,060;-8,820
09.09.2025 19:15:00;0,000;-5,700;0,120;-5,700;45,827;-60,331;36,437;4,008;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,000;-8,760;0,060;-8,760
09.09.2025 19:30:00;0,000;-5,700;0,120;-5,700;55,934;-58,863;45,172;4,663;0,060;-8,940;0,060;-8,940;0,000;-8,880;0,060;-8,820;0,000;-8,760;0,060;-8,820
09.09.2025 19:45:00;0,000;-5,700;0,120;-5,700;49,430;-59,694;39,964;4,495;0,060;-9,000;0,120;-8,940;0,000;-8,940;0,060;-8,820;0,000;-8,760;0,060;-8,820
09.09.2025 20:00:00;0,000;-5,700;0,120;-5,700;25,158;-62,036;19,307;2,898;0,060;-8,940;0,120;-8,940;0,000;-8,940;0,060;-8,820;0,000;-8,760;0,060;-8,820
09.09.2025 20:15:00;0,000;-5,700;0,120;-5,700;30,950;-62,376;31,613;0,673;0,060;-9,000;0,120;-8,940;0,000;-8,940;0,120;-8,820;0,000;-8,760;0,060;-8,820
09.09.2025 20:30:00;0,000;-5,700;0,120;-5,700;70,458;-60,744;58,695;1,983;0,060;-9,000;0,120;-9,000;0,000;-8,940;0,060;-8,880;0,000;-8,820;0,060;-8,820
09.09.2025 20:45:00;0,000;-5,760;0,120;-5,760;53,440;-62,074;43,856;2,022;0,060;-9,000;0,060;-9,000;0,000;-8,940;0,060;-8,880;0,000;-8,820;0,060;-8,880
09.09.2025 21:00:00;0,000;-5,760;0,120;-5,760;21,772;-63,305;16,228;0,183;0,060;-9,060;0,120;-9,000;0,000;-9,000;0,060;-8,880;0,000;-8,820;0,060;-8,880
09.09.2025 21:15:00;0,000;-5,700;0,120;-5,700;21,160;-64,637;15,720;-0,883;0,060;-9,000;0,120;-9,000;0,000;-8,940;0,060;-8,880;0,000;-8,820;0,060;-8,820
09.09.2025 21:30:00;0,000;-5,640;0,120;-5,640;29,290;-63,468;18,441;-1,920;0,060;-8,880;0,060;-8,880;0,000;-8,820;0,060;-8,760;0,000;-8,700;0,060;-8,700
09.09.2025 21:45:00;0,000;-5,700;0,120;-5,700;17,975;-62,365;12,975;2,265;0,060;-9,000;0,120;-8,940;0,000;-8,940;0,060;-8,820;0,000;-8,760;0,060;-8,820
09.09.2025 22:00:00;0,000;-5,760;0,120;-5,760;21,614;-59,194;16,431;5,117;0,060;-9,060;0,120;-9,000;0,000;-8,940;0,060;-8,880;0,000;-8,820;0,060;-8,880
09.09.2025 22:15:00;0,000;-5,760;0,120;-5,760;16,789;-58,813;11,533;4,313;0,060;-9,060;0,120;-9,060;0,000;-9,000;0,060;-8,940;0,000;-8,880;0,060;-8,880
09.09.2025 22:30:00;0,000;-5,760;0,120;-5,760;16,868;-59,319;12,141;4,781;0,060;-9,060;0,120;-9,060;0,000;-9,000;0,060;-8,940;0,000;-8,880;0,060;-8,880
09.09.2025 22:45:00;0,000;-5,760;0,120;-5,760;17,113;-63,163;12,265;1,217;0,060;-9,120;0,120;-9,060;0,000;-9,060;0,060;-8,940;0,000;-8,880;0,060;-8,940
09.09.2025 23:00:00;0,000;-5,820;0,120;-5,820;15,793;-63,069;11,061;2,490;0,060;-9,120;0,120;-9,120;0,000;-9,060;0,060;-9,000;0,000;-8,940;0,060;-9,000
09.09.2025 23:15:00;0,000;-5,820;0,120;-5,820;9,945;-60,348;6,121;3,907;0,060;-9,180;0,120;-9,120;0,000;-9,120;0,060;-9,000;0,000;-8,940;0,060;-9,000
09.09.2025 23:30:00;0,000;-5,820;0,120;-5,820;7,797;-62,029;4,270;2,514;0,060;-9,180;0,120;-9,180;0,000;-9,120;0,060;-9,000;0,000;-9,000;0,060;-9,000
09.09.2025 23:45:00;0,000;-5,820;0,120;-5,820;6,255;-65,366;2,952;-0,291;0,060;-9,180;0,120;-9,180;0,000;-9,120;0,060;-9,000;0,000;-9,000;0,060;-9,000
10.09.2025 0:00:00;0,000;-5,820;0,120;-5,820;11,357;-60,249;7,304;4,117;0,060;-9,180;0,120;-9,120;0,000;-9,120;0,060;-9,000;0,000;-9,000;0,060;-9,000
10.09.2025 0:15:00;0,000;-5,820;0,120;-5,880;10,586;-60,349;6,636;4,171;0,060;-9,180;0,120;-9,180;0,000;-9,120;0,060;-9,060;0,000;-9,000;0,060;-9,000
10.09.2025 0:30:00;0,000;-5,820;0,120;-5,880;9,729;-60,824;5,898;3,740;0,060;-9,180;0,120;-9,180;0,000;-9,120;0,060;-9,060;0,000;-9,000;0,060;-9,000
10.09.2025 0:45:00;0,000;-5,820;0,120;-5,880;7,861;-62,820;4,300;1,987;0,060;-9,180;0,120;-9,180;0,000;-9,120;0,060;-9,060;0,000;-9,000;0,060;-9,000
10.09.2025 1:00:00;0,000;-5,820;0,120;-5,820;7,767;-64,074;4,224;1,082;0,060;-9,180;0,060;-9,180;0,000;-9,120;0,060;-9,060;0,000;-9,000;0,060;-9,000
10.09.2025 1:15:00;0,000;-5,820;0,120;-5,820;7,127;-64,105;3,593;0,833;0,060;-9,180;0,120;-9,180;0,000;-9,120;0,060;-9,000;0,000;-9,000;0,060;-9,000
10.09.2025 1:30:00;0,000;-5,820;0,120;-5,820;6,386;-65,384;3,036;-0,179;0,060;-9,180;0,120;-9,180;0,000;-9,120;0,060;-9,000;0,000;-9,000;0,060;-9,000
10.09.2025 1:45:00;0,000;-5,820;0,120;-5,820;5,935;-65,790;2,647;-0,569;0,060;-9,180;0,120;-9,180;0,000;-9,120;0,060;-9,000;0,000;-9,000;0,060;-9,000
10.09.2025 2:00:00;0,000;-5,820;0,120;-5,820;7,583;-64,057;4,089;0,574;0,060;-9,120;0,120;-9,120;0,000;-9,060;0,060;-9,000;0,000;-8,940;0,060;-9,000
10.09.2025 2:15:00;0,000;-5,820;0,120;-5,820;5,958;-65,233;2,698;-0,366;0,060;-9,120;0,120;-9,120;0,000;-9,060;0,060;-9,000;0,000;-8,940;0,060;-8,940
10.09.2025 2:30:00;0,000;-5,820;0,120;-5,820;7,444;-63,711;3,950;1,036;0,060;-9,180;0,120;-9,120;0,000;-9,120;0,060;-9,000;0,000;-8,940;0,060;-9,000
10.09.2025 2:45:00;0,000;-5,700;0,120;-5,760;6,759;-64,930;3,381;-0,846;0,060;-9,000;0,120;-9,000;0,000;-8,940;0,060;-8,880;0,000;-8,820;0,060;-8,820
10.09.2025 3:00:00;0,000;-5,700;0,120;-5,700;8,204;-61,376;4,621;2,271;0,060;-9,000;0,120;-9,000;0,000;-8,940;0,060;-8,820;0,000;-8,820;0,060;-8,820
10.09.2025 3:15:00;0,000;-5,700;0,120;-5,700;7,692;-64,807;4,210;-0,909;0,060;-9,000;0,120;-8,940;0,000;-8,940;0,060;-8,820;0,000;-8,760;0,060;-8,820
10.09.2025 3:30:00;0,000;-5,700;0,120;-5,700;5,818;-64,434;2,468;-0,866;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,000;-8,760;0,060;-8,760
10.09.2025 3:45:00;0,000;-5,700;0,120;-5,700;6,773;-64,612;3,392;-1,243;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,000;-8,760;0,060;-8,760
10.09.2025 4:00:00;0,000;-5,640;0,120;-5,640;7,836;-62,498;4,366;1,135;0,060;-8,880;0,120;-8,880;0,000;-8,820;0,060;-8,760;0,060;-8,700;0,060;-8,700
10.09.2025 4:15:00;0,000;-5,640;0,120;-5,640;9,507;-63,610;5,749;-0,566;0,060;-8,820;0,120;-8,820;0,000;-8,760;0,060;-8,700;0,000;-8,640;0,060;-8,700
10.09.2025 4:30:00;0,000;-5,580;0,120;-5,580;88,402;-60,609;73,364;1,678;0,060;-8,820;0,120;-8,820;0,000;-8,760;0,060;-8,640;0,060;-8,640;0,060;-8,640
10.09.2025 4:45:00;0,000;-5,580;0,120;-5,580;22,565;-63,838;18,604;-2,222;0,060;-8,760;0,120;-8,760;0,000;-8,700;0,060;-8,640;0,000;-8,580;0,060;-8,580
10.09.2025 5:00:00;0,000;-5,580;0,120;-5,580;66,707;-62,231;52,576;0,443;0,120;-8,760;0,120;-8,760;0,000;-8,700;0,060;-8,580;0,060;-8,580;0,060;-8,580
10.09.2025 5:15:00;0,000;-5,520;0,120;-5,520;23,947;-60,388;37,089;2,429;0,060;-8,700;0,120;-8,700;0,000;-8,640;0,060;-8,580;0,000;-8,520;0,060;-8,520
10.09.2025 5:30:00;0,000;-5,520;0,120;-5,520;24,154;-62,276;18,491;0,281;0,060;-8,640;0,060;-8,640;0,000;-8,640;0,060;-8,520;0,060;-8,520;0,060;-8,520
10.09.2025 5:45:00;0,000;-5,520;0,120;-5,520;61,755;-56,170;49,706;6,714;0,060;-8,700;0,120;-8,700;0,000;-8,640;0,060;-8,580;0,060;-8,520;0,060;-8,520
10.09.2025 6:00:00;0,000;-5,640;0,120;-5,640;26,586;-59,744;20,410;3,660;0,060;-8,880;0,120;-8,880;0,000;-8,820;0,060;-8,760;0,000;-8,700;0,060;-8,700
10.09.2025 6:15:00;0,000;-5,640;0,120;-5,640;46,285;-60,192;37,236;3,232;0,060;-8,880;0,120;-8,880;0,000;-8,820;0,060;-8,760;0,000;-8,700;0,060;-8,700
10.09.2025 6:30:00;0,000;-5,700;0,120;-5,700;32,389;-58,909;25,614;4,795;0,060;-8,880;0,120;-8,940;0,000;-8,880;0,060;-8,760;0,060;-8,700;0,060;-8,760
10.09.2025 6:45:00;0,000;-5,700;0,120;-5,700;64,484;-59,147;37,692;6,482;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,060;-8,760;0,060;-8,760
10.09.2025 7:00:00;0,000;-5,700;0,120;-5,700;36,086;-58,989;30,248;5,184;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,000;-8,760;0,060;-8,760
10.09.2025 7:15:00;0,000;-5,640;0,120;-5,700;25,526;-60,759;20,477;2,918;0,060;-8,940;0,120;-8,880;0,000;-8,880;0,060;-8,760;0,000;-8,700;0,060;-8,760
10.09.2025 7:30:00;0,000;-5,640;0,120;-5,640;28,209;-59,313;21,867;3,750;0,060;-8,940;0,120;-8,880;0,000;-8,880;0,060;-8,760;0,000;-8,700;0,060;-8,760
10.09.2025 7:45:00;0,000;-5,700;0,120;-5,700;29,227;-62,090;19,877;1,818;0,060;-8,940;0,120;-8,940;0,000;-8,940;0,060;-8,820;0,000;-8,760;0,060;-8,760
10.09.2025 8:00:00;0,000;-5,700;0,120;-5,700;23,712;-61,357;17,903;2,023;0,060;-8,940;0,060;-8,940;0,000;-8,880;0,060;-8,760;0,000;-8,760;0,060;-8,760
10.09.2025 8:15:00;0,000;-5,700;0,120;-5,700;23,842;-60,995;18,102;2,520;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,000;-8,760;0,060;-8,820
10.09.2025 8:30:00;0,000;-5,700;0,120;-5,700;27,096;-62,409;20,805;1,447;0,060;-9,000;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,000;-8,760;0,060;-8,820
10.09.2025 8:45:00;0,000;-5,700;0,120;-5,700;22,168;-62,449;17,076;1,912;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,000;-8,760;0,060;-8,760
10.09.2025 9:00:00;0,000;-5,640;0,120;-5,640;57,725;-57,837;47,021;5,540;0,060;-8,880;0,120;-8,880;0,000;-8,820;0,060;-8,760;0,000;-8,700;0,060;-8,760
10.09.2025 9:15:00;0,000;-5,640;0,120;-5,640;28,225;-58,467;23,789;6,222;0,060;-8,880;0,120;-8,880;0,000;-8,820;0,060;-8,760;0,000;-8,700;0,060;-8,700
10.09.2025 9:30:00;0,000;-5,640;0,120;-5,640;93,001;-58,599;35,417;5,146;0,060;-8,880;48,360;-9,960;0,120;-8,880;0,060;-8,760;0,000;-8,700;0,060;-8,700
10.09.2025 9:45:00;0,000;-5,640;0,120;-5,700;79,836;-61,013;24,116;2,588;0,060;-8,880;35,400;-9,900;0,120;-8,880;0,060;-8,760;0,060;-8,700;0,060;-8,760
10.09.2025 10:00:00;0,000;-5,640;0,120;-5,640;47,150;-60,589;19,499;3,787;0,060;-8,880;21,180;-9,360;0,120;-8,820;0,060;-8,700;0,000;-8,700;0,060;-8,700
10.09.2025 10:15:00;0,000;-5,640;0,120;-5,640;28,694;-62,088;22,317;1,442;0,060;-8,880;0,180;-8,820;0,120;-8,880;0,060;-8,760;0,000;-8,700;0,060;-8,700
10.09.2025 10:30:00;0,000;-5,640;0,120;-5,640;50,996;-61,875;41,105;1,893;0,060;-8,940;0,180;-8,820;0,180;-8,880;0,060;-8,760;0,000;-8,700;0,060;-8,760
10.09.2025 10:45:00;0,000;-5,640;0,120;-5,640;25,710;-62,095;19,710;1,727;0,060;-8,880;0,240;-8,820;0,180;-8,880;0,060;-8,760;0,000;-8,700;0,060;-8,760
10.09.2025 11:00:00;0,000;-5,640;0,120;-5,640;29,564;-62,254;21,849;1,660;0,060;-8,880;0,240;-8,820;0,180;-8,880;0,060;-8,760;0,000;-8,700;0,060;-8,700
10.09.2025 11:15:00;0,000;-5,640;0,120;-5,640;28,633;-60,301;23,881;2,297;0,060;-8,880;0,180;-8,820;0,180;-8,880;0,060;-8,760;0,000;-8,700;0,060;-8,700
10.09.2025 11:30:00;0,000;-5,640;0,120;-5,640;30,166;-62,751;23,449;1,738;0,060;-8,880;0,180;-8,820;0,180;-8,880;0,060;-8,760;0,000;-8,700;0,060;-8,760
10.09.2025 11:45:00;0,000;-5,700;0,120;-5,700;65,722;-59,702;53,713;4,576;0,060;-8,940;0,180;-8,880;0,120;-8,940;0,060;-8,820;0,000;-8,760;0,060;-8,760
10.09.2025 12:00:00;0,000;-5,700;0,120;-5,700;29,086;-62,671;22,324;1,933;0,060;-8,940;0,180;-8,940;0,120;-8,940;0,060;-8,820;0,000;-8,760;0,060;-8,760
10.09.2025 12:15:00;0,000;-5,700;0,120;-5,700;46,751;-60,045;37,596;5,001;0,060;-8,940;0,120;-8,940;0,000;-8,940;0,060;-8,820;0,000;-8,760;0,060;-8,760
10.09.2025 12:30:00;0,000;-5,700;0,120;-5,700;28,794;-59,147;22,438;5,233;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,760;0,060;-8,760;0,060;-8,760
10.09.2025 12:45:00;0,000;-5,700;0,120;-5,700;138,074;-61,359;35,070;3,272;0,120;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,760;89,820;-10,680;0,060;-8,760
10.09.2025 13:00:00;0,000;-5,700;0,120;-5,700;119,171;-60,239;39,618;2,725;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;69,960;-10,620;0,060;-8,760
10.09.2025 13:15:00;0,000;-5,700;0,120;-5,700;34,056;-61,868;27,562;2,029;0,060;-8,940;0,120;-8,940;0,000;-8,940;0,060;-8,820;0,060;-8,700;0,060;-8,760
10.09.2025 13:30:00;0,000;-5,700;0,120;-5,700;29,525;-58,212;22,999;6,171;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,760;0,060;-8,700;0,060;-8,760
10.09.2025 13:45:00;0,000;-5,700;0,120;-5,700;29,038;-61,788;22,348;1,994;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,000;-8,760;0,060;-8,760
10.09.2025 14:00:00;0,000;-5,700;0,120;-5,700;30,597;-60,857;23,822;3,128;0,060;-9,000;0,120;-9,000;0,000;-8,940;0,060;-8,820;0,060;-8,760;0,060;-8,820
10.09.2025 14:15:00;0,000;-5,700;0,120;-5,700;26,678;-61,346;20,452;2,324;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,760;0,060;-8,700;0,060;-8,760
10.09.2025 14:30:00;0,000;-5,700;0,120;-5,700;47,131;-61,881;37,870;2,239;0,060;-9,000;0,120;-9,000;0,000;-8,940;0,060;-8,820;0,060;-8,760;0,060;-8,820
10.09.2025 14:45:00;0,000;-5,700;0,120;-5,700;47,290;-62,308;44,294;3,300;0,060;-9,000;0,120;-9,000;0,000;-8,940;0,060;-8,820;0,000;-8,760;0,060;-8,820
10.09.2025 15:00:00;0,000;-5,700;0,120;-5,700;28,936;-60,552;23,510;3,786;0,060;-9,000;0,120;-8,940;0,000;-8,940;0,060;-8,820;0,060;-8,760;0,060;-8,820
10.09.2025 15:15:00;0,000;-5,700;0,120;-5,700;45,634;-61,060;36,677;2,700;0,060;-8,940;0,120;-8,940;0,000;-8,940;0,060;-8,820;0,060;-8,760;0,060;-8,760
10.09.2025 15:30:00;0,000;-5,700;0,120;-5,700;179,920;-59,917;23,781;1,983;0,120;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;148,620;-10,980;0,060;-8,760
10.09.2025 15:45:00;0,000;-5,700;0,120;-5,700;108,122;-61,024;26,332;2,278;0,060;-8,820;0,120;-9,000;0,000;-8,940;0,060;-8,880;76,500;-10,620;0,060;-8,820
10.09.2025 16:00:00;0,000;-5,700;0,120;-5,700;99,996;-58,115;54,305;5,581;0,060;-9,000;0,120;-9,000;0,000;-8,940;0,060;-8,820;33,660;-10,440;0,060;-8,820
10.09.2025 16:15:00;0,000;-5,700;0,120;-5,700;34,637;-58,044;25,195;5,985;0,060;-9,000;0,120;-9,000;0,000;-8,940;0,060;-8,820;0,060;-8,700;0,060;-8,820
10.09.2025 16:30:00;0,000;-5,700;0,120;-5,700;25,183;-62,553;19,008;1,679;0,060;-9,000;0,120;-8,940;0,000;-8,940;0,060;-8,820;0,000;-8,760;0,060;-8,820
10.09.2025 16:45:00;0,000;-5,700;0,120;-5,700;25,939;-62,272;19,923;1,762;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,000;-8,760;0,060;-8,820
10.09.2025 17:00:00;0,000;-5,700;0,120;-5,700;32,044;-59,726;25,099;4,294;0,060;-8,940;0,120;-8,940;0,000;-8,940;0,060;-8,820;0,000;-8,760;0,060;-8,820
10.09.2025 17:15:00;0,000;-5,700;0,120;-5,700;44,776;-57,501;35,924;5,811;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,760;0,000;-8,760;0,060;-8,760
10.09.2025 17:30:00;0,000;-5,640;0,120;-5,640;49,152;-59,380;22,986;4,697;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,760;0,000;-8,700;0,060;-8,760
10.09.2025 17:45:00;0,000;-5,700;0,120;-5,700;26,696;-59,317;20,433;4,580;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,760;0,000;-8,700;0,060;-8,760
10.09.2025 18:00:00;0,000;-5,700;0,120;-5,700;46,643;-61,822;37,723;1,833;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,760;0,000;-8,700;0,060;-8,760
10.09.2025 18:15:00;0,000;-5,700;0,120;-5,700;26,732;-63,432;20,370;1,113;0,060;-8,940;0,120;-8,940;0,000;-8,880;0,060;-8,820;0,000;-8,760;0,060;-8,760
10.09.2025 18:30:00;0,000;-5,700;0,120;-5,700;27,696;-60,255;21,347;4,356;0,060;-9,000;0,120;-9,000;0,000;-8,940;0,060;-8,820;0,000;-8,760;0,060;-8,820
10.09.2025 18:45:00;0,000;-5,760;0,120;-5,760;64,155;-59,676;59,102;4,098;0,060;-9,060;0,120;-9,000;0,000;-8,940;0,060;-8,880;0,000;-8,820;0,060;-8,880
10.09.2025 19:00:00;0,000;-5,760;0,120;-5,760;49,408;-62,715;39,928;1,744;0,060;-9,060;0,120;-9,060;0,000;-9,000;0,060;-8,880;0,000;-8,820;0,060;-8,880
10.09.2025 19:15:00;0,000;-5,760;0,120;-5,760;28,288;-62,705;21,789;1,535;0,060;-9,000;0,120;-9,000;0,000;-9,000;0,060;-8,880;0,000;-8,820;0,060;-8,880
10.09.2025 19:30:00;0,000;-5,760;0,120;-5,760;26,033;-63,299;19,822;1,598;0,060;-9,060;0,120;-9,060;0,000;-9,000;0,060;-8,940;0,000;-8,880;0,060;-8,880
10.09.2025 19:45:00;0,000;-5,760;0,120;-5,760;51,826;-57,445;42,684;7,039;0,060;-9,120;0,120;-9,060;0,000;-9,060;0,060;-8,940;0,000;-8,880;0,060;-8,940
10.09.2025 20:00:00;0,000;-5,760;0,120;-5,760;26,337;-63,076;20,740;2,017;0,060;-9,120;0,120;-9,060;0,000;-9,060;0,060;-8,940;0,000;-8,880;0,060;-8,940
10.09.2025 20:15:00;0,000;-5,760;0,120;-5,820;30,389;-58,487;23,616;5,782;0,060;-9,120;0,120;-9,120;0,000;-9,060;0,060;-8,940;0,000;-8,880;0,060;-8,940
10.09.2025 20:30:00;0,000;-5,820;0,120;-5,820;29,860;-60,521;23,187;4,470;0,060;-9,120;0,120;-9,120;0,000;-9,060;0,060;-9,000;0,000;-8,940;0,060;-8,940
10.09.2025 20:45:00;0,000;-5,820;0,120;-5,820;49,274;-58,270;39,805;6,020;0,060;-9,180;0,120;-9,120;0,000;-9,120;0,060;-9,000;0,000;-8,940;0,060;-9,000
10.09.2025 21:00:00;0,000;-5,760;0,120;-5,760;47,543;-60,600;38,219;4,335;0,060;-9,120;0,120;-9,060;0,000;-9,060;0,060;-8,940;0,000;-8,880;0,060;-8,940
10.09.2025 21:15:00;0,000;-5,820;0,120;-5,820;44,862;-58,102;36,089;6,233;0,060;-9,120;0,120;-9,120;0,000;-9,120;0,060;-9,000;0,000;-8,940;0,060;-8,940
10.09.2025 21:30:00;0,000;-5,820;0,120;-5,820;82,553;-59,102;68,379;5,383;0,060;-9,180;0,120;-9,120;0,000;-9,120;0,060;-9,000;0,000;-8,940;0,060;-9,000
10.09.2025 21:45:00;0,000;-5,820;0,120;-5,820;42,868;-58,981;34,282;5,451;0,060;-9,180;0,120;-9,180;0,000;-9,120;0,060;-9,000;0,000;-8,940;0,060;-9,000
10.09.2025 22:00:00;0,000;-5,820;0,120;-5,880;20,955;-58,418;15,453;6,184;0,060;-9,180;0,120;-9,180;0,000;-9,120;0,060;-9,060;0,000;-9,000;0,060;-9,000
10.09.2025 22:15:00;0,000;-5,760;0,120;-5,760;14,748;-63,241;10,255;1,026;0,060;-9,060;0,120;-9,060;0,000;-9,000;0,060;-8,880;0,000;-8,820;0,060;-8,880
10.09.2025 22:30:00;0,000;-5,760;0,120;-5,760;14,849;-62,562;10,393;1,276;0,060;-9,060;0,120;-9,060;0,000;-9,000;0,060;-8,940;0,000;-8,880;0,060;-8,880
10.09.2025 22:45:00;0,000;-5,760;0,120;-5,760;16,035;-63,064;11,194;1,280;0,060;-9,060;0,120;-9,060;0,000;-9,000;0,060;-8,940;0,000;-8,880;0,060;-8,880
10.09.2025 23:00:00;0,000;-5,760;0,120;-5,760;13,312;-62,175;8,991;2,803;0,060;-9,120;0,120;-9,060;0,000;-9,060;0,060;-8,940;0,000;-8,880;0,060;-8,940
10.09.2025 23:15:00;0,000;-5,760;0,120;-5,760;8,734;-62,996;5,065;1,309;0,060;-9,120;0,120;-9,060;0,000;-9,060;0,060;-8,940;0,000;-8,880;0,060;-8,940
10.09.2025 23:30:00;0,000;-5,760;0,120;-5,760;11,218;-59,152;7,214;4,399;0,060;-9,060;0,120;-9,060;0,000;-9,000;0,060;-8,940;0,000;-8,880;0,060;-8,880
10.09.2025 23:45:00;0,000;-5,760;0,120;-5,760;10,303;-61,584;6,405;2,391;0,060;-9,060;0,120;-9,060;0,000;-9,060;0,060;-8,940;0,000;-8,880;0,060;-8,940
11.09.2025 0:00:00;0,000;-5,760;0,120;-5,760;8,012;-62,161;4,428;1,957;0,060;-9,120;0,120;-9,060;0,000;-9,060;0,060;-8,940;0,000;-8,880;0,060;-8,940
